hh_id,hh_expenditures_0,hh_expenditures_0_pc,hh_weights,urban,hh_size,Income_Group_5,Income_Group_10,hh_expenditures_USD_pc,expenditures,share_ely,Urban
141213886514,13591,2265.1666666666665,2281,2,6,1,1,108.75584149542283,430,0.03163858435729527,Rural
141223907814,77958,25986,1678,2,3,5,9,1247.6473977338198,5040,0.06465019625952435,Rural
141223970315,44731,8946.2,1780,2,5,2,3,429.52755905511816,900,0.020120274529968032,Rural
141233979513,22445,11222.5,1114,1,2,2,4,538.8179373919724,593,0.026420138115393184,Urban
141233979514,216630,36105,1114,1,6,5,9,1733.4837718455924,3800,0.017541430088168768,Urban
141233979520,102376,25594,1114,1,4,4,8,1228.8265796043788,3100,0.0302805345002735,Urban
1412339822913,54423,13605.75,2128,1,4,3,5,653.2432302669483,1020,0.018742075960531394,Urban
1412339822920,116178,23235.6,2128,1,5,4,8,1115.594392164394,1200,0.010328977947632082,Urban
1412339971414,74241,14848.2,2076,2,5,3,6,712.896101401959,1507,0.020298756751660135,Rural
141234012113,60458,15114.5,1912,2,4,3,6,725.6817745342807,2300,0.038042938899732044,Rural
141234012119,58421,19473.666666666668,1912,2,3,4,7,934.9753536905448,1300,0.022252272299344414,Rural
141234012120,49783,9956.6,1912,2,5,2,4,478.03917802957557,864,0.017355322097904906,Rural
141242213,75413,37706.5,4540,1,2,5,10,1810.375456116766,3200,0.04243300226751356,Urban
141242215,79792,15958.4,4540,1,5,3,6,766.1993470328404,3400,0.04261078804892721,Urban
141242219,120930,30232.5,4540,1,4,5,9,1451.5315920875744,4320,0.03572314562143389,Urban
141244084214,96758,24189.5,2124,2,4,4,8,1161.3933166890724,1200,0.012402075280596954,Rural
1412541051414,185326,61775.333333333336,1912,1,3,5,10,2965.9752896741566,2500,0.013489742399879132,Urban
1412541381414,61196,15299,1265,2,4,3,6,734.5400422508162,1500,0.024511405974246683,Rural
1412541381415,216329,43265.8,1265,2,5,5,10,2077.2901862876897,3150,0.01456115453776424,Rural
1412742311113,101284,33761.333333333336,929,2,3,5,9,1620.958965495167,1500,0.0148098416334268,Rural
1412742311114,87310,21827.5,929,2,4,4,8,1047.9882850009603,1700,0.019470850990722714,Rural
1412742311115,89555,29851.666666666668,929,2,3,5,9,1433.2469112092697,1100,0.01228295460889956,Rural
141333020,374030,124676.66666666667,4393,1,3,5,10,5986.01241917931,6000,0.016041493997807663,Urban
141393013,81493,81493,4596,1,1,5,10,3912.6656424044554,9000,0.11043893340532315,Urban
141393015,212736,53184,4596,1,4,5,10,2553.4856923372386,4800,0.02256317689530686,Urban
14148613,289059,48176.5,4441,1,6,5,10,2313.064144420972,3600,0.01245420485091279,Urban
1513242491613,75249,18812.25,1794,1,4,4,7,903.2192241213751,3600,0.047841167324482715,Urban
1513242491614,102895,25723.75,1794,1,4,4,8,1235.0561743806416,3200,0.03109966470673988,Urban
1513242491615,66726,22242,1794,1,3,4,8,1067.8893796811983,1500,0.022479992806402303,Urban
151324255814,62387,15596.75,1912,1,4,3,6,748.8357019396966,3550,0.05690288040777726,Urban
151324255819,160127,40031.75,1912,1,4,5,10,1922.016036105243,3700,0.02310665908934783,Urban
151324261714,133742,44580.666666666664,1486,1,3,5,10,2140.4199475065616,4200,0.03140374751386999,Urban
151324267715,57484,28742,1596,1,2,5,9,1379.9692721336662,4500,0.07828265256419177,Urban
151324267720,117477,23495.4,1596,1,5,4,8,1128.0679854042635,6500,0.05532997948534607,Urban
151334297215,13236,4412,1816,2,3,1,1,211.83022853850585,300,0.022665457842248413,Rural
151354303415,4885,4885,1702,1,1,1,1,234.5400422508162,180,0.0368474923234391,Urban
151374459115,78165,26055,1875,2,3,5,9,1250.9602458229306,1500,0.019190174630589137,Rural
151384498913,61772,30886,1951,1,2,5,9,1482.907624351834,1032,0.01670659845884867,Urban
151384498914,117856,39285.333333333336,1951,1,3,5,10,1886.178861788618,4200,0.035636709204452895,Urban
151384561714,56139,14034.75,1788,2,4,3,5,673.8405031688112,850,0.015140989330055754,Rural
1514046931013,67690,22563.333333333332,3336,2,3,4,8,1083.3173292362844,2040,0.030137391047422073,Rural
1514046931014,153665,38416.25,3336,2,4,5,10,1844.452179758018,2640,0.017180229720495883,Rural
1514046931015,23884,7961.333333333333,3336,2,3,2,3,382.24185391460213,840,0.035169988276670575,Rural
1514047021215,12227,2037.8333333333333,2148,2,6,1,1,97.84104730811087,0,0,Rural
151414720615,25879,6469.75,1909,2,4,1,2,310.6275206452852,1080,0.041732679006143976,Rural
1514147561013,39643,39643,1638,2,1,5,10,1903.351257922028,1000,0.025225134323840274,Rural
1514147561019,39007,19503.5,1638,2,2,4,7,936.4077203764164,660,0.016920039992821802,Rural
151414786315,24959,6239.75,1944,2,4,1,2,299.5846936815825,360,0.014423654793861934,Rural
151572014,199915,39983,2263,1,5,5,10,1919.6754369118494,6000,0.030012755421053947,Urban
151572015,18122,18122,2263,1,1,4,7,870.0787401574803,720,0.03973071404922194,Urban
151631213,266920,29657.777777777777,4784,1,9,5,9,1423.9378614258583,6000,0.02247864528697737,Urban
151631214,283513,56702.6,4784,1,5,5,10,2722.4217399654312,6300,0.022221203260520683,Urban
151631215,362487,40276.333333333336,4784,1,9,5,10,1933.7590423148326,8400,0.023173244833607824,Urban
151673013,497010,248505,2706,1,2,5,10,11931.29441136931,7500,0.015090239633005372,Urban
151673014,282467,70616.75,2706,1,4,5,10,3390.4719608219702,8500,0.03009201074815819,Urban
151673020,279627,93209,2706,1,3,5,10,4475.177645477243,4800,0.017165724339924256,Urban
151723613,226445,56611.25,4409,1,4,5,10,2718.0358171691955,13200,0.05829230055863455,Urban
151723614,258852,64713,4409,1,4,5,10,3107.0193969656234,7200,0.027815122154744798,Urban
151723615,145183,36295.75,4409,1,4,5,10,1742.6421163817938,4800,0.03306172210245001,Urban
161782313,53692,26846,4106,1,2,5,9,1288.9379681198386,3000,0.05587424569768308,Urban
161782314,115274,57637,4106,1,2,5,10,2767.284424812752,4800,0.04163991880215834,Urban
161782315,38929,19464.5,4106,1,2,4,7,934.5352410217016,4800,0.1233013948470292,Urban
161871014,82848,20712,4088,1,4,4,7,994.4305742270021,13400,0.16174198532251835,Urban
